candidate	model	index	node_name	weight_tensor	weight_shape	explicit_kernel_shape	derived_kernel_shape	status
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	554	/model.13/cv1/conv/Conv	model.13.cv1.conv.weight	128x384x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	568	/model.13/m.0/cv1/conv/Conv	model.13.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	569	/model.13/m.0/cv2/conv/Conv	model.13.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	586	/model.13/m.0/m/m.0/cv1/conv/Conv	model.13.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	595	/model.13/m.0/m/m.0/cv2/conv/Conv	model.13.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	607	/model.13/m.0/m/m.1/cv1/conv/Conv	model.13.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	616	/model.13/m.0/m/m.1/cv2/conv/Conv	model.13.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	631	/model.13/m.0/cv3/conv/Conv	model.13.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	643	/model.13/cv2/conv/Conv	model.13.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	658	/model.16/cv1/conv/Conv	model.16.cv1.conv.weight	64x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	672	/model.16/m.0/cv1/conv/Conv	model.16.m.0.cv1.conv.weight	16x32x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	673	/model.16/m.0/cv2/conv/Conv	model.16.m.0.cv2.conv.weight	16x32x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	690	/model.16/m.0/m/m.0/cv1/conv/Conv	model.16.m.0.m.0.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	699	/model.16/m.0/m/m.0/cv2/conv/Conv	model.16.m.0.m.0.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	711	/model.16/m.0/m/m.1/cv1/conv/Conv	model.16.m.0.m.1.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	720	/model.16/m.0/m/m.1/cv2/conv/Conv	model.16.m.0.m.1.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	735	/model.16/m.0/cv3/conv/Conv	model.16.m.0.cv3.conv.weight	32x32x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	747	/model.16/cv2/conv/Conv	model.16.cv2.conv.weight	64x96x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	756	/model.17/conv/Conv	model.17.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	757	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	model.23.one2one_cv2.0.0.conv.weight	16x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	758	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	model.23.one2one_cv3.0.0.0.conv.weight	64x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	784	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	model.23.one2one_cv2.0.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	785	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	model.23.one2one_cv3.0.0.1.conv.weight	80x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	792	/model.19/cv1/conv/Conv	model.19.cv1.conv.weight	128x192x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	811	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	model.23.one2one_cv2.0.2.weight	4x16x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	812	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	model.23.one2one_cv3.0.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	827	/model.19/m.0/cv1/conv/Conv	model.19.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	828	/model.19/m.0/cv2/conv/Conv	model.19.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	838	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	model.23.one2one_cv3.0.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	854	/model.19/m.0/m/m.0/cv1/conv/Conv	model.19.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	861	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	model.23.one2one_cv3.0.2.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	869	/model.19/m.0/m/m.0/cv2/conv/Conv	model.19.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	881	/model.19/m.0/m/m.1/cv1/conv/Conv	model.19.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	890	/model.19/m.0/m/m.1/cv2/conv/Conv	model.19.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	905	/model.19/m.0/cv3/conv/Conv	model.19.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	917	/model.19/cv2/conv/Conv	model.19.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	926	/model.20/conv/Conv	model.20.conv.weight	128x128x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	927	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	model.23.one2one_cv2.1.0.conv.weight	16x128x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	928	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	model.23.one2one_cv3.1.0.0.conv.weight	128x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	954	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	model.23.one2one_cv2.1.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	955	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	model.23.one2one_cv3.1.0.1.conv.weight	80x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	962	/model.22/cv1/conv/Conv	model.22.cv1.conv.weight	256x384x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	981	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	model.23.one2one_cv2.1.2.weight	4x16x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	982	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	model.23.one2one_cv3.1.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	997	/model.22/m.0/m.0.0/cv1/conv/Conv	model.22.m.0.0.cv1.conv.weight	64x128x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1004	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	model.23.one2one_cv3.1.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1015	/model.22/m.0/m.0.0/cv2/conv/Conv	model.22.m.0.0.cv2.conv.weight	128x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1022	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	model.23.one2one_cv3.1.2.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1033	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	model.22.m.0.1.attn.qkv.conv.weight	256x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1049	/model.22/m.0/m.0.1/attn/pe/conv/Conv	model.22.m.0.1.attn.pe.conv.weight	128x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1068	/model.22/m.0/m.0.1/attn/proj/conv/Conv	model.22.m.0.1.attn.proj.conv.weight	128x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1074	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	model.22.m.0.1.ffn.0.conv.weight	256x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1083	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	model.22.m.0.1.ffn.1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1092	/model.22/cv2/conv/Conv	model.22.cv2.conv.weight	256x384x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1101	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	model.23.one2one_cv2.2.0.conv.weight	16x256x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1102	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	model.23.one2one_cv3.2.0.0.conv.weight	256x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1119	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	model.23.one2one_cv2.2.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1120	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	model.23.one2one_cv3.2.0.1.conv.weight	80x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1137	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	model.23.one2one_cv2.2.2.weight	4x16x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1138	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	model.23.one2one_cv3.2.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1149	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	model.23.one2one_cv3.2.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	1158	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	model.23.one2one_cv3.2.2.weight	80x80x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	109	/model.0/conv/Conv	model.0.conv.weight	16x3x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	118	/model.1/conv/Conv	model.1.conv.weight	32x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	127	/model.2/cv1/conv/Conv	model.2.cv1.conv.weight	32x32x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	141	/model.2/m.0/cv1/conv/Conv	model.2.m.0.cv1.conv.weight	8x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	150	/model.2/m.0/cv2/conv/Conv	model.2.m.0.cv2.conv.weight	16x8x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	165	/model.2/cv2/conv/Conv	model.2.cv2.conv.weight	64x48x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	174	/model.3/conv/Conv	model.3.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	183	/model.4/cv1/conv/Conv	model.4.cv1.conv.weight	64x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	197	/model.4/m.0/cv1/conv/Conv	model.4.m.0.cv1.conv.weight	16x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	206	/model.4/m.0/cv2/conv/Conv	model.4.m.0.cv2.conv.weight	32x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	221	/model.4/cv2/conv/Conv	model.4.cv2.conv.weight	128x96x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	230	/model.5/conv/Conv	model.5.conv.weight	128x128x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	239	/model.6/cv1/conv/Conv	model.6.cv1.conv.weight	128x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	253	/model.6/m.0/cv1/conv/Conv	model.6.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	254	/model.6/m.0/cv2/conv/Conv	model.6.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	271	/model.6/m.0/m/m.0/cv1/conv/Conv	model.6.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	280	/model.6/m.0/m/m.0/cv2/conv/Conv	model.6.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	292	/model.6/m.0/m/m.1/cv1/conv/Conv	model.6.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	301	/model.6/m.0/m/m.1/cv2/conv/Conv	model.6.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	316	/model.6/m.0/cv3/conv/Conv	model.6.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	328	/model.6/cv2/conv/Conv	model.6.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	337	/model.7/conv/Conv	model.7.conv.weight	256x128x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	346	/model.8/cv1/conv/Conv	model.8.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	360	/model.8/m.0/cv1/conv/Conv	model.8.m.0.cv1.conv.weight	64x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	361	/model.8/m.0/cv2/conv/Conv	model.8.m.0.cv2.conv.weight	64x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	378	/model.8/m.0/m/m.0/cv1/conv/Conv	model.8.m.0.m.0.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	387	/model.8/m.0/m/m.0/cv2/conv/Conv	model.8.m.0.m.0.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	399	/model.8/m.0/m/m.1/cv1/conv/Conv	model.8.m.0.m.1.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	408	/model.8/m.0/m/m.1/cv2/conv/Conv	model.8.m.0.m.1.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	423	/model.8/m.0/cv3/conv/Conv	model.8.m.0.cv3.conv.weight	128x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	435	/model.8/cv2/conv/Conv	model.8.cv2.conv.weight	256x384x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	444	/model.9/cv1/conv/Conv	model.9.cv1.conv.weight	128x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	457	/model.9/cv2/conv/Conv	model.9.cv2.conv.weight	256x512x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	469	/model.10/cv1/conv/Conv	model.10.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	483	/model.10/m/m.0/attn/qkv/conv/Conv	model.10.m.0.attn.qkv.conv.weight	256x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	499	/model.10/m/m.0/attn/pe/conv/Conv	model.10.m.0.attn.pe.conv.weight	128x1x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	518	/model.10/m/m.0/attn/proj/conv/Conv	model.10.m.0.attn.proj.conv.weight	128x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	524	/model.10/m/m.0/ffn/ffn.0/conv/Conv	model.10.m.0.ffn.0.conv.weight	256x128x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	533	/model.10/m/m.0/ffn/ffn.1/conv/Conv	model.10.m.0.ffn.1.conv.weight	128x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	542	/model.10/cv2/conv/Conv	model.10.cv2.conv.weight	256x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	557	/model.13/cv1/conv/Conv	model.13.cv1.conv.weight	128x384x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	571	/model.13/m.0/cv1/conv/Conv	model.13.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	572	/model.13/m.0/cv2/conv/Conv	model.13.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	589	/model.13/m.0/m/m.0/cv1/conv/Conv	model.13.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	598	/model.13/m.0/m/m.0/cv2/conv/Conv	model.13.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	610	/model.13/m.0/m/m.1/cv1/conv/Conv	model.13.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	619	/model.13/m.0/m/m.1/cv2/conv/Conv	model.13.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	634	/model.13/m.0/cv3/conv/Conv	model.13.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	646	/model.13/cv2/conv/Conv	model.13.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	661	/model.16/cv1/conv/Conv	model.16.cv1.conv.weight	64x256x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	675	/model.16/m.0/cv1/conv/Conv	model.16.m.0.cv1.conv.weight	16x32x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	676	/model.16/m.0/cv2/conv/Conv	model.16.m.0.cv2.conv.weight	16x32x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	693	/model.16/m.0/m/m.0/cv1/conv/Conv	model.16.m.0.m.0.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	702	/model.16/m.0/m/m.0/cv2/conv/Conv	model.16.m.0.m.0.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	714	/model.16/m.0/m/m.1/cv1/conv/Conv	model.16.m.0.m.1.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	723	/model.16/m.0/m/m.1/cv2/conv/Conv	model.16.m.0.m.1.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	738	/model.16/m.0/cv3/conv/Conv	model.16.m.0.cv3.conv.weight	32x32x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	750	/model.16/cv2/conv/Conv	model.16.cv2.conv.weight	64x96x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	759	/model.17/conv/Conv	model.17.conv.weight	64x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	760	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	model.23.one2one_cv2.0.0.conv.weight	16x64x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	761	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	model.23.one2one_cv3.0.0.0.conv.weight	64x1x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	787	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	model.23.one2one_cv2.0.1.conv.weight	16x16x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	788	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	model.23.one2one_cv3.0.0.1.conv.weight	80x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	795	/model.19/cv1/conv/Conv	model.19.cv1.conv.weight	128x192x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	814	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	model.23.one2one_cv2.0.2.weight	4x16x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	815	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	model.23.one2one_cv3.0.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	831	/model.19/m.0/cv1/conv/Conv	model.19.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	832	/model.19/m.0/cv2/conv/Conv	model.19.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	842	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	model.23.one2one_cv3.0.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	858	/model.19/m.0/m/m.0/cv1/conv/Conv	model.19.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	865	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	model.23.one2one_cv3.0.2.weight	80x80x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	874	/model.19/m.0/m/m.0/cv2/conv/Conv	model.19.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	886	/model.19/m.0/m/m.1/cv1/conv/Conv	model.19.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	895	/model.19/m.0/m/m.1/cv2/conv/Conv	model.19.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	910	/model.19/m.0/cv3/conv/Conv	model.19.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	922	/model.19/cv2/conv/Conv	model.19.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	931	/model.20/conv/Conv	model.20.conv.weight	128x128x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	932	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	model.23.one2one_cv2.1.0.conv.weight	16x128x3x3	3,3	3,3	pass
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	933	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	model.23.one2one_cv3.1.0.0.conv.weight	128x1x3x3	3,3	3,3	pass
